year,title,avg_vote,movie_rating
2005,The Naked Monster,5.6,good
2005,What Is It?,5.6,good
2005,Fantastic Four,5.7,good
2005,Corpse Bride,7.3,good
2005,Star Wars: Episode III - Revenge of the Sith,7.5,good
2005,Shooting Vegetarians,4.8,good
2005,The Prodigy,5.5,good
2005,Angels with Angles,4.8,good
2005,Firecracker,5.4,good
2005,Bob the Butler,5.5,good
2005,Bad Girls from Valley High,3.5,good
2005,Ripley Under Ground,6.1,good
2005,Lucky 13,4.6,good
2005,Cl.One,3.3,good
2005,Fortunes,4.3,good
2005,Water,7.7,good
2005,Mee-Shee: The Water Giant,5.3,good
2005,In Memory of My Father,6.0,good
2005,Cursed,5.0,good
2005,Imposture,6.4,good
2005,2001 Maniacs,5.3,good
2005,Thru the Moebius Strip,5.1,good
2005,The Ringer,5.8,good
2005,From Venus,4.5,good
2005,Heaven's Neighbors,7.1,good
2005,Havoc,5.5,good
2005,Alchemy,5.4,good
2005,Iluminados por el fuego,6.8,good
2005,Man-Thing,4.0,good
2005,The Keeper: The Legend of Omar Khayyam,6.4,good
2005,Rent,6.9,good
2005,The Sea Wolf,3.6,good
2005,Going Shopping,4.7,good
2005,The Civilization of Maxwell Bright,6.5,good
2005,All Babes Want to Kill Me,4.0,good
2005,Black Wine,4.3,good
2005,Dark Assassin,3.3,good
2005,Love Thy Neighbor,3.6,good
2005,Funny Valentine,4.4,good
2005,Les Boys IV,4.9,good
2005,Extreme Dating,5.2,good
2005,Tracks,5.0,good
2005,The Curse of the Were-Rabbit,7.4,good
2005,Break a Leg,5.1,good
2005,Constellation,3.8,good
2005,Because of Winn-Dixie,6.3,good
2005,A Sound of Thunder,4.2,good
2005,Sahara,6.0,good
2005,Thumbsucker,6.6,good
2005,El viento,6.8,good
2005,Kingdom of Heaven,7.2,good
2005,Blodsbröder,2.8,bad
2005,Ze film,5.4,good
2005,Los suicidas,5.5,good
2005,Sabah,6.8,good
2005,"Jesus, Mary and Joey",4.8,good
2005,Her Name Is Carla,5.0,good
2005,The Great Raid,6.7,good
2005,The Bike Squad,3.1,good
2005,Dirty Love,3.6,good
2005,Lung do kei yuen,4.9,good
2005,My Suicidal Sweetheart,5.5,good
2005,Taj Mahal: An Eternal Love Story,5.2,good
2005,xXx: State of the Union,4.4,good
2005,Harry Potter and the Goblet of Fire,7.7,good
2005,Man of the House,5.4,good
2005,Fever Pitch,6.2,good
2005,Antikörper,7.0,good
2005,Dot.Kill,4.7,good
2005,Keep Your Distance,5.2,good
2005,Zerkalnye voyny. Otrazhenie pervoe,2.9,bad
2005,The Trouble with Men and Women,4.7,good
2005,Sledge: The Untold Story,3.5,good
2005,Nowhere Man,3.7,good
2005,Shopgirl,6.3,good
2005,Diamond Zero,4.3,good
2005,Beauty and the Beast,4.1,good
2005,The Magic Roundabout,5.2,good
2005,Daltry Calhoun,5.1,good
2005,Strike the Tent,5.3,good
2005,Hostage,6.6,good
2005,Self Medicated,5.7,good
2005,Unleashed,7.0,good
2005,Dear Wendy,6.6,good
2005,Manderlay,7.3,good
2005,The PianoTuner of EarthQuakes,6.3,good
2005,Äideistä parhain,7.6,good
2005,Fugitives Run,3.1,good
2005,The Lost City,6.6,good
2005,Mangal Pandey: The Rising,6.6,good
2005,Waiting...,6.8,good
2005,Asylum,6.1,good
2005,Die You Zombie Bastards!,4.4,good
2005,Netaji Subhas Chandra Bose: The Forgotten Hero,7.5,good
2005,Slaughterhouse of the Rising Sun,3.7,good
2005,An Unfinished Life,7.0,good
2005,Zwarte zwanen,6.3,good
2005,Madagascar,6.9,good
2005,Tweek City,4.0,good
2005,Cinderella Man,8.0,good
2005,The Crow: Wicked Prayer,3.0,good
2005,The Game of Their Lives,6.1,good
2005,The Brothers Grimm,5.9,good
2005,The Illustrated Family Doctor,5.8,good
2005,Lords of Dogtown,7.1,good
2005,The Family Stone,6.3,good
2005,Mr. & Mrs. Smith,6.5,good
2005,The Ballad of Jack and Rose,6.6,good
2005,Rx,5.4,good
2005,Elektra,4.7,good
2005,Boogeyman,4.2,good
2005,Dr. Rage,2.6,bad
2005,Robots,6.3,good
2005,Walk the Line,7.8,good
2005,Into the Sun,4.4,good
2005,Ainoa,4.9,good
2005,Silence Becomes You,4.3,good
2005,Standing Still,5.7,good
2005,Constantine,7.0,good
2005,King Kong,7.2,good
2005,Valiant,5.5,good
2005,Happy Endings,6.3,good
2005,Duma,7.2,good
2005,Son of the Mask,2.2,bad
2005,Hermanas,6.5,good
2005,Monobloc,4.8,good
2005,Bewafaa,4.3,good
2005,Bigger Than the Sky,5.9,good
2005,"The Chronicles of Narnia: The Lion, the Witch and t",6.9,good
2005,Lovesick,3.4,good
2005,Le promeneur du Champ de Mars,7.1,good
2005,The Gingerdead Man,3.4,good
2005,Neo Ned,7.1,good
2005,The Unknown,3.4,good
2005,Dating Games People Play,5.0,good
2005,Man with the Screaming Brain,5.6,good
2005,Las mantenidas sin sueños,6.9,good
2005,The Matador,6.7,good
2005,Revolver,6.4,good
2005,Syriana,6.9,good
2005,San wa,6.1,good
2005,The Upside of Anger,6.8,good
2005,Géminis,6.0,good
2005,The Jacket,7.1,good
2005,Lethal,2.5,bad
2005,Mirrormask,6.8,good
2005,Sorstalanság,6.9,good
2005,The Squid and the Whale,7.3,good
2005,Charlie and the Chocolate Factory,6.6,good
2005,Deuce Bigalow: European Gigolo,4.7,good
2005,Hallesche Kometen,6.7,good
2005,Romance & Cigarettes,6.3,good
2005,Trouble,5.8,good
2005,Echoes of Innocence,5.2,good
2005,Americano,6.1,good
2005,Are We There Yet?,4.7,good
2005,Crab Orchard,4.4,good
2005,Elizabethtown,6.4,good
2005,The Lazarus Child,5.0,good
2005,Separate Lies,6.4,good
2005,Alone in the Dark,2.4,bad
2005,Bal-Can-Can,7.7,good
2005,Fun with Dick and Jane,6.1,good
2005,Monster-in-Law,5.5,good
2005,Strangers with Candy,6.0,good
2005,Shooting Livien,5.4,good
2005,Stay,6.8,good
2005,Tetsujin niju-hachigo,5.2,good
2005,Window Theory,3.9,good
2005,Beneath Still Waters,3.8,good
2005,Chicken Little,5.7,good
2005,Forbidden Warrior,3.5,good
2005,The Hitchhiker's Guide to the Galaxy,6.7,good
2005,The Zodiac,5.4,good
2005,La monja,4.0,good
2005,Secuestro express,6.5,good
2005,Adam & Steve,5.9,good
2005,Guess Who,5.9,good
2005,Dinotopia: Quest for the Ruby Sunstone,5.2,good
2005,Iowa,5.0,good
2005,Sex Sells: The Making of 'Touché',4.8,good
2005,The Wedding Date,6.2,good
2005,Batman Begins,8.2,good
2005,The Extra,5.1,good
2005,Underclassman,4.3,good
2005,The Wendell Baker Story,5.6,good
2005,Where the Truth Lies,6.5,good
2005,Kiss Kiss Bang Bang,7.5,good
2005,Casa de Areia,7.4,good
2005,"Cinema, Aspirinas e Urubus",7.4,good
2005,Der Clown,4.4,good
2005,The Honeymooners,3.3,good
2005,The Interpreter,6.4,good
2005,Khullam Khulla Pyaar Karen,4.2,good
2005,Köshpendiler,5.9,good
2005,Replica,1.6,bad
2005,Searching for Bobby D,4.8,good
2005,Turetskiy gambit,7.0,good
2005,Bewitched,4.8,good
2005,Lenny the Wonder Dog,3.3,good
2005,On the One,5.4,good
2005,Remedy,4.1,good
2005,White Noise,5.5,good
2005,You and Your Stupid Mate,3.9,good
2005,Black,8.2,good
2005,Racing Stripes,5.2,good
2005,Rebound,5.1,good
2005,Anniyan,8.2,good
2005,The Shadow Dancer,6.7,good
2005,Slow Burn,5.8,good
2005,Vida y color,6.1,good
2005,Colour Me Kubrick: A True...ish Story,6.1,good
2005,Frozen,5.8,good
2005,Guy in Row Five,6.0,good
2005,Pizza,5.7,good
2005,The Californians,4.8,good
2005,Hollywood Flies,4.5,good
2005,Proof,6.7,good
2005,The Ring Two,5.4,good
2005,Three,4.9,good
2005,Be Cool,5.6,good
2005,Don't Come Knocking,6.6,good
2005,The Dukes of Hazzard,5.1,good
2005,Erosion,4.4,good
2005,Into the Blue,5.8,good
2005,Left for Dead,3.5,good
2005,Piggy Banks,5.4,good
2005,Schneeland,6.8,good
2005,Target of Opportunity,3.8,good
2005,Dead Fish,5.4,good
2005,Ghosts Never Sleep,4.3,good
2005,Bailey's Billion$,3.9,good
2005,Capote,7.3,good
2005,Serenity,7.8,good
2005,Back in the Day,4.4,good
2005,Goal!,6.7,good
2005,Oliver Twist,6.8,good
2005,The Perfect Man,5.5,good
2005,Pogled sa Ajfelovog tornja,4.7,good
2005,Winter Passing,6.3,good
2005,Une aventure,5.0,good
2005,Flirt,5.8,good
2005,The Last Sign,3.3,good
2005,Pretty Persuasion,6.5,good
2005,Slipstream,4.5,good
2005,Vers le sud,6.3,good
2005,The Good Humor Man,6.0,good
2005,Heights,6.9,good
2005,Hide and Seek,6.0,good
2005,La historia del baúl rosado,6.2,good
2005,Rosario Tijeras,6.3,good
2005,Vet hard,6.2,good
2005,Things to Do Before You're 30,5.6,good
2005,Die Bluthochzeit,6.6,good
2005,Dallas Pashamende,6.5,good
2005,Dark Water,5.6,good
2005,Look Both Ways,7.0,good
2005,Little Fish,6.2,good
2005,Planetfall,3.0,good
2005,Kameleon 2,5.9,good
2005,Stealth,5.1,good
2005,Vom Suchen und Finden der Liebe,5.7,good
2005,BloodRayne,2.9,bad
2005,Deepwater,5.4,good
2005,Evil Aliens,5.3,good
2005,Mall Cop,5.0,good
2005,Mouth to Mouth,6.2,good
2005,Sueño,5.2,good
2005,Police Beat,6.7,good
2005,Af banen,5.0,good
2005,Cry Wolf,5.8,good
2005,Swimmers,6.5,good
2005,Kicking & Screaming,5.6,good
2005,The Weather Man,6.5,good
2005,The White Countess,6.6,good
2005,Missing in America,6.6,good
2005,The Amityville Horror,6.0,good
2005,Trouble with Sex,5.2,good
2005,The Dying Gaul,6.4,good
2005,Hooligans,7.5,good
2005,How the Garcia Girls Spent Their Summer,6.3,good
2005,Lonesome Jim,6.6,good
2005,The Long Weekend,5.2,good
2005,Miss Congeniality 2: Armed & Fabulous,5.1,good
2005,Boo,4.2,good
2005,Crash Landing,3.7,good
2005,Fainaru fantajî sebun adobento chirudoren,7.2,good
2005,The Godfather of Green Bay,5.6,good
2005,My Big Fat Independent Movie,3.2,good
2005,Le parfum de la dame en noir,5.7,good
2005,The Legend of Zorro,5.9,good
2005,Duck,6.0,good
2005,Inside Out,5.4,good
2005,Hitch,6.6,good
2005,Love for Rent,7.0,good
2005,The River King,5.8,good
2005,Store planer!,5.4,good
2005,The Vault,1.9,bad
2005,Aurora Borealis,6.7,good
2005,Batalla en el cielo,5.6,good
2005,Bee Season,5.5,good
2005,Cold and Dark,4.0,good
2005,The Constant Gardener,7.4,good
2005,The Iris Effect,3.2,good
2005,Prime,6.2,good
2005,The Roost,4.9,good
2005,Caché,7.3,good
2005,In Her Shoes,6.4,good
2005,King's Ransom,4.3,good
2005,The L.A. Riot Spectacular,4.9,good
2005,Loverboy,5.4,good
2005,My Big Phat Hip Hop Family,1.6,bad
2005,Paha maa,7.4,good
2005,River Queen,6.0,good
2005,Transporter 2,6.3,good
2005,Beauty Shop,5.5,good
2005,"Va, vis et deviens",7.9,good
2005,Anklaget,7.0,good
2005,Brokeback Mountain,7.7,good
2005,The Circle,5.6,good
2005,The Girl from Monday,5.2,good
2005,The Greatest Game Ever Played,7.4,good
2005,Johnny Slade's Greatest Hits,6.0,good
2005,O Signo do Caos,6.7,good
2005,Budjenje iz mrtvih,6.5,good
2005,Deck Dogz,4.9,good
2005,Edison,5.3,good
2005,Waqt: The Race Against Time,6.8,good
2005,A Lot Like Love,6.6,good
2005,A Perfect Fit,5.2,good
2005,Three Dollars,6.2,good
2005,Adam and Eve,4.5,good
2005,Confess,5.0,good
2005,Mozart and the Whale,6.9,good
2005,When Do We Eat?,5.9,good
2005,Brick,7.3,good
2005,Coach Carter,7.3,good
2005,Leef!,6.9,good
2005,The Nickel Children,5.5,good
2005,Reeker,5.2,good
2005,Santa's Slay,5.3,good
2005,The Third Wish,4.3,good
2005,The Producers,6.3,good
2005,3 Needles,6.4,good
2005,Bab'Aziz,7.6,good
2005,Bye Bye Blackbird,5.8,good
2005,Forty Shades of Blue,6.2,good
2005,Le courage d'aimer,5.8,good
2005,States of Grace,6.8,good
2005,The Devil's Rejects,6.8,good
2005,House of 9,5.5,good
2005,The Pacifier,5.6,good
2005,Truce,5.9,good
2005,North Country,7.3,good
2005,Pit Fighter,4.5,good
2005,Maman Last Call,6.1,good
2005,Wedding Crashers,6.9,good
2005,Willenbrock,6.8,good
2005,FAQs,5.8,good
2005,Ice Princess,6.0,good
2005,The King,6.7,good
2005,Kisna: The Warrior Poet,4.5,good
2005,Nanny McPhee,6.5,good
2005,Shadowboxer,5.5,good
2005,House of Wax,5.3,good
2005,The Skeleton Key,6.5,good
2005,Smile,6.3,good
2005,Drop Dead Sexy,5.0,good
2005,Game Over,2.8,bad
2005,Man to Man,6.5,good
2005,Memoirs of a Geisha,7.4,good
2005,Obaba,6.5,good
2005,"Travaux, on sait quand ça commence...",5.2,good
2005,Zemanovaload,6.0,good
2005,A fény ösvényei,6.9,good
2005,Derailed,6.6,good
2005,Devil's Highway,3.5,good
2005,Down in the Valley,6.4,good
2005,Throttle,5.1,good
2005,The Longest Yard,6.4,good
2005,Special Ed,6.7,good
2005,Rumor Has It...,5.5,good
2005,Vampires: The Turning,3.5,good
2005,Nordeste,6.6,good
2005,Assault on Precinct 13,6.3,good
2005,Dead Meat,4.1,good
2005,Down and Derby,5.5,good
2005,Duane Hopwood,6.6,good
2005,A History of Violence,7.4,good
2005,The Island,6.8,good
2005,Je préfère qu'on reste amis,6.0,good
2005,Lord of War,7.6,good
2005,The Man,5.5,good
2005,End of the Spear,6.8,good
2005,Ambulancen,5.2,good
2005,Chanthupottu,6.6,good
2005,Bag det stille ydre,4.6,good
2005,Die blaue Grenze,6.4,good
2005,Herbie Fully Loaded,4.8,good
2005,The Ice Harvest,6.3,good
2005,Lepel,6.3,good
2005,"Tu vas rire, mais je te quitte",5.0,good
2005,C.R.A.Z.Y.,7.9,good
2005,The Baxter,6.5,good
2005,The Curse of El Charro,2.9,bad
2005,Say Uncle,5.5,good
2005,Fierce People,6.5,good
2005,The Helix... Loaded,2.1,bad
2005,Der kleine Eisbär 2: Die geheimnisvolle Insel,5.6,good
2005,Brooklyn Lobster,6.3,good
2005,Sin City,8.0,good
2005,Xiang ri kui,7.2,good
2005,Tamara,5.1,good
2005,Æon Flux,5.4,good
2005,Avant qu'il ne soit trop tard,5.4,good
2005,Bab el web,4.6,good
2005,Beowulf & Grendel,5.8,good
2005,Chok-Dee,6.2,good
2005,Just Sex and Nothing Else,6.3,good
2005,L'empire des loups,5.9,good
2005,The Great New Wonderful,5.7,good
2005,Hating Alison Ashley,5.5,good
2005,The Dark Hours,6.0,good
2005,Iznogoud,3.7,good
2005,The New World,6.7,good
2005,Ivkova slava,7.2,good
2005,Unge Andersen,6.4,good
2005,The Big White,6.4,good
2005,Casanova,6.5,good
2005,The Cave,5.1,good
2005,Chaos,6.5,good
2005,Supercross,4.3,good
2005,Last Days,5.8,good
2005,Snuff-Movie,3.9,good
2005,Nordkraft,6.8,good
2005,Oskar & Josefine,5.2,good
2005,Roll Bounce,6.1,good
2005,The Sisterhood of the Traveling Pants,6.5,good
2005,Solkongen,6.1,good
2005,State Property 2,4.6,good
2005,The Ape,4.5,good
2005,Chasing Ghosts,5.4,good
2005,Everything Is Illuminated,7.4,good
2005,The Exorcism of Emily Rose,6.7,good
2005,Les mauvais joueurs,5.3,good
2005,The Notorious Bettie Page,6.5,good
2005,The Moguls,6.3,good
2005,Sky High,6.2,good
2005,Suits on the Loose,5.4,good
2005,The 40 Year Old Virgin,7.1,good
2005,Barfuss,7.2,good
2005,The Deal,5.0,good
2005,Chaos,3.2,good
2005,Loggerheads,7.1,good
2005,Nearing Grace,5.8,good
2005,Stestí,7.1,good
2005,"The Prize Winner of Defiance, Ohio",7.3,good
2005,Sametoví vrazi,6.0,good
2005,Shut Up and Shoot Me,6.2,good
2005,Skrítek,7.1,good
2005,Zathura: A Space Adventure,6.1,good
2005,El amor - primera parte,7.0,good
2005,The Chumscrubber,6.9,good
2005,Dobro ustimani mrtvaci,7.0,good
2005,Lorelei,5.3,good
2005,Our Very Own,6.1,good
2005,Szöke kóla,4.1,good
2005,Pooh's Heffalump Movie,6.4,good
2005,The Sisters,6.1,good
2005,Le survenant,6.3,good
2005,Sílení,7.3,good
2005,Transamerica,7.4,good
2005,The Truth About Love,5.4,good
2005,The Second Front,4.0,good
2005,War of the Worlds,6.5,good
2005,Complete Guide to Guys,4.2,good
2005,Dirty Deeds,5.8,good
2005,Fugitive Hunter,3.6,good
2005,Kamenák 3,2.4,bad
2005,The Mistress of Spices,5.5,good
2005,Príbehy obycejného sílenství,7.3,good
2005,Kousek nebe,6.8,good
2005,Knetter,6.6,good
2005,Munich,7.5,good
2005,Voksne mennesker,7.2,good
2005,Bad News Bears,5.8,good
2005,Flightplan,6.3,good
2005,Guy X,5.1,good
2005,Kids in America,5.7,good
2005,The Life and Hard Times of Guy Terrifico,6.6,good
2005,Love Wrecked,4.8,good
2005,Hrubes a Mares jsou kamarádi do deste,5.4,good
2005,Marilyn Hotchkiss' Ballroom Dancing & Charm School,6.6,good
2005,Les poupées russes,7.0,good
2005,Shabd,5.2,good
2005,Cheong yeon,6.8,good
2005,Come Away Home,6.8,good
2005,Espace détente,4.6,good
2005,Hunting Season,3.5,good
2005,Hustle & Flow,7.3,good
2005,The King Maker,3.5,good
2005,Mi Mejor Enemigo,7.2,good
2005,The Mighty Celt,6.9,good
2005,La noche del hermano,5.1,good
2005,On a Clear Day,6.9,good
2005,Oublier Cheyenne,6.3,good
2005,La petite Chartreuse,6.4,good
2005,Resurrection: The J.R. Richard Story,7.3,good
2005,Sidekick,5.4,good
2005,Slingshot,4.6,good
2005,Soul Searcher,3.9,good
2005,Tideland,6.5,good
2005,All the Invisible Children,7.5,good
2005,L'annulaire,6.2,good
2005,Anthony Zimmer,6.5,good
2005,Breakfast on Pluto,7.2,good
2005,The Dark,5.4,good
2005,De battre mon coeur s'est arrêté,7.3,good
2005,One Day in Europe,6.5,good
2005,Return of the Living Dead: Necropolis,3.3,good
2005,Return of the Living Dead: Rave to the Grave,3.3,good
2005,Broken Flowers,7.2,good
2005,Winners and Losers,4.1,good
2005,WTC View,6.0,good
2005,The World's Fastest Indian,7.8,good
2005,Tout pour plaire,6.0,good
2005,Being Cyrus,7.2,good
2005,Animal,5.0,good
2005,L'antidote,5.2,good
2005,Brutal Incasso,3.6,good
2005,Brice de Nice,5.1,good
2005,Desolation Sound,5.3,good
2005,Little Manhattan,7.5,good
2005,Mrs Henderson Presents,7.0,good
2005,Puritan,5.9,good
2005,Jug jugoistok,5.3,good
2005,Sulanga Enu Pinisa,6.2,good
2005,The Unseen,6.6,good
2005,Wassup Rockers,6.0,good
2005,Les yeux clairs,6.8,good
2005,Cake,4.9,good
2005,A porcelánbaba,5.9,good
2005,Intermedio,2.7,bad
2005,Kinamand,7.0,good
2005,Off Screen,6.7,good
2005,The War Within,6.8,good
2005,Pride & Prejudice,7.8,good
2005,7 días,6.7,good
2005,Amu,7.4,good
2005,37 og et halvt,4.7,good
2005,La boîte noire,5.9,good
2005,The Quiet,6.3,good
2005,Vinterkyss,6.4,good
2005,Marock,6.1,good
2005,Mortuary,4.0,good
2005,Red Doors,6.4,good
2005,Beed-e majnoon,7.4,good
2005,Boy s tenyu,5.9,good
2005,Boy Eats Girl,5.0,good
2005,The Trouble with Dee Dee,6.5,good
2005,Dus,5.5,good
2005,Fool's Gold,6.4,good
2005,Hate Crime,6.3,good
2005,Heart of the Beholder,5.9,good
2005,Hirsiz Var!,4.3,good
2005,Greener Mountains,5.1,good
2005,Kaal,4.6,good
2005,Lemming,6.7,good
2005,Me and You and Everyone We Know,7.3,good
2005,River's End,5.3,good
2005,Para que no me olvides,7.0,good
2005,Pobeg,5.7,good
2005,"Semen, una historia de amor",5.5,good
2005,Wolf Creek,6.2,good
2005,Match Point,7.6,good
2005,Akoibon,4.7,good
2005,American Gun,6.1,good
2005,Crazylove,6.1,good
2005,Dishdogz,5.3,good
2005,Elaan,4.4,good
2005,Glass Trap,2.9,bad
2005,The Kid & I,5.3,good
2005,Lethal Eviction,4.3,good
2005,Must Love Dogs,5.9,good
2005,Les mots bleus,6.5,good
2005,Room,4.5,good
2005,Le temps qui reste,7.1,good
2005,Two for the Money,6.3,good
2005,12 and Holding,7.5,good
2005,9 rota,7.1,good
2005,L'avion,5.7,good
2005,Checking Out,5.9,good
2005,Confession,5.7,good
2005,Factotum,6.6,good
2005,Forest of the Damned,2.7,bad
2005,Hank Williams First Nation,6.0,good
2005,Headspace,4.6,good
2005,Her Minor Thing,5.2,good
2005,Kampfansage - Der letzte Schüler,5.1,good
2005,Little Athens,5.5,good
2005,Ma quando arrivano le ragazze?,6.6,good
2005,Manuale d'amore,6.4,good
2005,Wu ji,5.6,good
2005,Neverwas,6.6,good
2005,Quando sei nato non puoi più nasconderti,6.7,good
2005,Romanzo criminale,7.2,good
2005,Tickets,7.0,good
2005,TrashHouse,2.5,bad
2005,Die Wilden Kerle 2,4.2,good
2005,Wish You Were Here,4.9,good
2005,Adams æbler,7.8,good
2005,Un año sin amor,6.2,good
2005,Beverly Kills,3.8,good
2005,Death Tunnel,2.7,bad
2005,Dreamer: Inspired by a True Story,6.8,good
2005,Jarhead,7.0,good
2005,Junebug,6.9,good
2005,Land of the Dead,6.2,good
2005,Lie with Me,5.3,good
2005,La maison de Nina,6.0,good
2005,Matrimonium,4.8,good
2005,Max und Moritz Reloaded,2.5,bad
2005,Mi nismo andjeli 2,6.1,good
2005,Partner(s),5.7,good
2005,Spirit Trap,4.5,good
2005,La tigre e la neve,7.1,good
2005,Wah-Wah,6.8,good
2005,The Three Burials of Melquiades Estrada,7.4,good
2005,Abo Ali,6.4,good
2005,Chromophobia,6.1,good
2005,Cruel World,3.9,good
2005,Dans tes rêves,4.3,good
2005,Doom,5.2,good
2005,Eighteen,6.3,good
2005,Gespenster,6.8,good
2005,Graves End,8.9,good
2005,Kim Novak badade aldrig i Genesarets sjö,6.5,good
2005,Living 'til the End,6.6,good
2005,My Brother... Nikhil,7.3,good
2005,Nine Lives,6.7,good
2005,Ronda nocturna,6.1,good
2005,Unkenrufe,5.7,good
2005,Viruddh... Family Comes First,7.1,good
2005,Idole instantanée,5.5,good
2005,El aura,7.2,good
2005,Combien tu m'aimes?,5.7,good
2005,Di buen día a papá,6.3,good
2005,A Little Trip to Heaven,6.0,good
2005,Sauf le respect que je vous dois,6.2,good
2005,Schläfer,6.3,good
2005,La guerra di Mario,6.6,good
2005,Shooting Dogs,7.7,good
2005,Turning Green,5.6,good
2005,Zhmurki,7.2,good
2005,The Witch's Sabbath,3.2,good
2005,Domino,5.9,good
2005,Kontakt,7.0,good
2005,Zerophilia,6.1,good
2005,Kombat Sechzehn,6.1,good
2005,Mrs. Palfrey at the Claremont,7.6,good
2005,The Proposition,7.4,good
2005,Red Eye,6.4,good
2005,Steal Me,5.8,good
2005,20 centímetros,6.6,good
2005,Anlat Istanbul,7.4,good
2005,El calentito,5.8,good
2005,Carambole,6.0,good
2005,Les chevaliers du ciel,5.8,good
2005,Choker,2.6,bad
2005,Imagine Me & You,6.8,good
2005,Como un avión estrellado,6.7,good
2005,Le couperet,7.4,good
2005,Curandero,4.9,good
2005,La ravisseuse,6.0,good
2005,Diary of a Mad Black Woman,5.7,good
2005,Douches froides,6.1,good
2005,Frágiles,6.1,good
2005,A Simple Curve,6.6,good
2005,Iki Genç Kiz,5.4,good
2005,Diep,6.3,good
2005,Mallaki Iskandariya,7.0,good
2005,Ranpo jigoku,6.3,good
2005,Restart,5.9,good
2005,Southern Belles,5.6,good
2005,This Revolution,5.5,good
2005,Tjenare kungen,6.0,good
2005,A Cock and Bull Story,6.7,good
2005,"L'un reste, l'autre part",5.7,good
2005,Waterborne,5.5,good
2005,Way of the Vampire,1.9,bad
2005,L'amour aux trousses,4.8,good
2005,Au suivant!,4.4,good
2005,Boudu,5.3,good
2005,Zim and Co.,6.6,good
2005,David & Layla,5.4,good
2005,Hard Candy,7.1,good
2005,Joyeux Noël,7.7,good
2005,The Mostly Unfabulous Social Life of Ethan Green,6.2,good
2005,NVA,5.7,good
2005,Palais royal!,5.5,good
2005,The Adventures of Sharkboy and Lavagirl 3-D,3.5,good
2005,Allegro,6.6,good
2005,Ayin karanlik yüzü,3.4,good
2005,Between,4.2,good
2005,Disaster!,5.0,good
2005,Dommeren,5.4,good
2005,Drabet,6.7,good
2005,Game 6,5.8,good
2005,Gönül Yarasi,7.8,good
2005,El hasa el sabaa,5.9,good
2005,Just Like Heaven,6.7,good
2005,The Fine Art of Love: Mine Ha-Ha,5.5,good
2005,Almost Heaven,5.7,good
2005,Long Distance,5.2,good
2005,Malek wa ketaba,6.0,good
2005,Mary,5.8,good
2005,Niagara Motel,5.8,good
2005,Nynne,5.6,good
2005,Pardon,8.2,good
2005,Pusher III,7.3,good
2005,Runaway,6.6,good
2005,Sans Kapiyi Kirinca,6.2,good
2005,Den store dag,5.4,good
2005,La suerte está echada,7.1,good
2005,Touched,5.8,good
2005,"Sorry, Haters",6.2,good
2005,You Are Alone,6.3,good
2005,Yôkai daisensô,6.4,good
2005,American Soldiers,3.3,good
2005,Familia,7.1,good
2005,De indringer,6.8,good
